recommendation_id,client_id,detected_at,recommendation_type,title,target_platform,target_campaign_id,evidence_summary,supporting_benchmark_id,expected_weekly_savings,expected_roas_lift_pct,confidence_score,risk_level,decision_required,status
REC_0000000598,CL_0030,2026-04-30 15:17:03,Tracking Fix,Tracking Fix: Pause Low ROAS Adset,Meta,MC_00000355,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000040,3862.25,0.0943,0.6810,Low,human_approval,new
REC_0000000599,CL_0030,2026-03-25 08:50:49,Campaign Pause,Campaign Pause: Refresh Fatigued Audience,Google,GC_00000361,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000146,4916.24,0.1192,0.9333,Medium,human_approval,executed
REC_0000000600,CL_0030,2026-03-12 04:39:56,Audience Refresh,Audience Refresh: Create Lookalike from High LTV,Meta,MC_00000357,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000027,723.20,0.1445,0.5852,Medium,human_approval,approved
REC_0000000601,CL_0030,2026-06-06 02:45:38,Budget Shift,Budget Shift: Create Lookalike from High LTV,Google,GC_00000366,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000062,612.42,0.1410,0.6137,Low,human_approval,new
REC_0000000602,CL_0030,2026-03-19 15:56:27,Budget Shift,Budget Shift: Create Lookalike from High LTV,Meta,MC_00000355,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000061,546.84,0.1152,0.8142,Medium,auto_execute_allowed,new
REC_0000000603,CL_0030,2026-04-21 18:59:37,Budget Shift,Budget Shift: Create Lookalike from High LTV,Google,GC_00000365,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000009,276.07,0.1113,0.6719,Low,human_approval,executed
REC_0000000604,CL_0030,2026-05-28 19:44:11,Campaign Pause,Campaign Pause: Fix Tracking Gap,Meta,MC_00000357,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000287,5593.69,0.1210,0.7848,Low,human_approval,approved
REC_0000000605,CL_0030,2026-06-06 18:44:58,Budget Shift,Budget Shift: Exclude Recent Buyers,Google,GC_00000366,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000085,5989.38,0.0530,0.7879,Medium,human_approval,dismissed
REC_0000000606,CL_0030,2026-04-16 04:15:09,Campaign Pause,Campaign Pause: Fix Tracking Gap,Meta,MC_00000358,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000217,4022.79,0.0316,0.8302,Low,human_approval,executed
REC_0000000607,CL_0030,2026-05-24 08:36:28,Benchmark Alert,Benchmark Alert: Create Lookalike from High LTV,Google,GC_00000365,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000128,1170.81,0.0444,0.6292,High,human_approval,needs_more_evidence
REC_0000000608,CL_0030,2026-05-26 12:58:09,Tracking Fix,Tracking Fix: Tighten Brand Search Exclusions,Google,GC_00000361,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000149,513.43,0.0389,0.6304,Medium,human_approval,executed
REC_0000000609,CL_0030,2026-06-03 18:38:41,Budget Shift,Budget Shift: Tighten Brand Search Exclusions,Google,GC_00000363,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000174,5966.63,0.0618,0.6063,Medium,human_approval,new
REC_0000000610,CL_0030,2026-03-29 10:37:22,Tracking Fix,Tracking Fix: Tighten Brand Search Exclusions,Meta,MC_00000357,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000005,5245.78,0.1164,0.7201,Medium,human_approval,executed
REC_0000000611,CL_0030,2026-04-22 04:18:06,Audience Refresh,Audience Refresh: Fix Tracking Gap,Google,GC_00000363,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000220,1529.41,0.0265,0.6196,Medium,human_approval,executed
REC_0000000612,CL_0030,2026-06-05 20:42:01,Budget Shift,Budget Shift: Fix Tracking Gap,Meta,MC_00000358,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000112,1085.60,0.1154,0.7022,Low,human_approval,executed
REC_0000000613,CL_0030,2026-04-22 20:25:31,Audience Exclusion,Audience Exclusion: Create Lookalike from High LTV,Meta,MC_00000358,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000023,5598.16,0.1190,0.7555,Low,human_approval,executed
REC_0000000614,CL_0030,2026-05-23 22:29:16,Tracking Fix,Tracking Fix: Suppress Email Converters,Google,GC_00000364,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000102,2833.10,0.1399,0.7142,Low,human_approval,new
REC_0000000615,CL_0030,2026-05-28 02:41:12,Audience Exclusion,Audience Exclusion: Pause Low ROAS Adset,Meta,MC_00000359,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000113,5667.24,0.0203,0.8052,High,human_approval,new
REC_0000000616,CL_0030,2026-04-15 11:39:56,Tracking Fix,Tracking Fix: Reduce Budget,Meta,MC_00000356,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000190,4281.16,0.1299,0.7420,Medium,human_approval,executed
REC_0000000617,CL_0031,2026-05-31 08:57:40,Campaign Pause,Campaign Pause: Increase Budget,Meta,MC_00000370,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000077,7909.51,0.0254,0.5860,Low,human_approval,executed
REC_0000000618,CL_0031,2026-04-05 22:06:17,Campaign Pause,Campaign Pause: Fix Tracking Gap,Google,GC_00000373,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000103,3210.17,0.0547,0.6335,Low,human_approval,new
REC_0000000619,CL_0031,2026-04-26 16:38:05,Benchmark Alert,Benchmark Alert: Reduce Budget,Google,GC_00000377,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000195,4462.21,0.0548,0.7039,Medium,human_approval,approved
REC_0000000620,CL_0031,2026-05-14 05:09:44,Campaign Pause,Campaign Pause: Create Lookalike from High LTV,Meta,MC_00000370,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000063,3372.27,0.1452,0.8365,Low,human_approval,new
REC_0000000621,CL_0031,2026-04-21 01:09:01,Budget Shift,Budget Shift: Refresh Fatigued Audience,Google,GC_00000377,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000040,7712.65,0.1173,0.7005,Medium,human_approval,new
REC_0000000622,CL_0031,2026-04-05 08:03:11,Audience Refresh,Audience Refresh: Fix Tracking Gap,Meta,MC_00000372,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000201,7899.69,0.0455,0.8105,Low,human_approval,executed
REC_0000000623,CL_0031,2026-04-07 00:57:50,Campaign Pause,Campaign Pause: Split Retargeting Window,Meta,MC_00000370,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000050,6297.99,0.0676,0.7777,High,human_approval,approved
REC_0000000624,CL_0031,2026-05-18 09:31:53,Tracking Fix,Tracking Fix: Create Lookalike from High LTV,Meta,MC_00000368,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000264,846.75,0.0535,0.7519,Low,auto_execute_allowed,new
REC_0000000625,CL_0031,2026-04-02 04:37:17,Audience Exclusion,Audience Exclusion: Exclude Recent Buyers,Google,GC_00000374,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000283,7416.02,0.0414,0.7965,Low,human_approval,executed
REC_0000000626,CL_0031,2026-03-17 18:45:33,Budget Shift,Budget Shift: Increase Budget,Meta,MC_00000369,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000291,1348.87,0.1023,0.9058,Low,auto_execute_allowed,executed
REC_0000000627,CL_0031,2026-05-29 23:24:12,Benchmark Alert,Benchmark Alert: Increase Budget,Google,GC_00000377,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000298,5740.64,0.0934,0.9181,Low,human_approval,executed
REC_0000000628,CL_0031,2026-05-05 02:54:57,Audience Exclusion,Audience Exclusion: Reduce Budget,Google,GC_00000375,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000232,7147.04,0.0651,0.8717,High,human_approval,needs_more_evidence
REC_0000000629,CL_0031,2026-05-31 06:37:59,Audience Exclusion,Audience Exclusion: Suppress Email Converters,Google,GC_00000378,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000252,7496.94,0.1332,0.9394,Medium,human_approval,executed
REC_0000000630,CL_0031,2026-03-23 13:47:08,Tracking Fix,Tracking Fix: Pause Low ROAS Adset,Google,GC_00000376,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000259,4411.56,0.0583,0.9022,Low,human_approval,needs_more_evidence
REC_0000000631,CL_0031,2026-03-21 09:26:38,Budget Shift,Budget Shift: Pause Low ROAS Adset,Meta,MC_00000369,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000241,3418.43,0.0340,0.6554,Medium,human_approval,approved
REC_0000000632,CL_0031,2026-04-16 07:12:46,Campaign Pause,Campaign Pause: Refresh Fatigued Audience,Google,GC_00000375,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000143,7365.23,0.1079,0.7461,Low,human_approval,executed
REC_0000000633,CL_0031,2026-04-30 13:47:32,Campaign Pause,Campaign Pause: Split Retargeting Window,Google,GC_00000378,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000044,6989.58,0.0717,0.9212,High,human_approval,approved
REC_0000000634,CL_0032,2026-05-27 05:07:39,Campaign Pause,Campaign Pause: Fix Tracking Gap,Google,GC_00000384,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000254,3739.83,0.1442,0.8611,Low,human_approval,executed
REC_0000000635,CL_0032,2026-03-23 07:23:24,Campaign Pause,Campaign Pause: Exclude Recent Buyers,Google,GC_00000385,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000264,2210.50,0.0743,0.9316,Low,auto_execute_allowed,approved
REC_0000000636,CL_0032,2026-05-11 16:45:46,Tracking Fix,Tracking Fix: Tighten Brand Search Exclusions,Google,GC_00000385,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000093,1539.23,0.0812,0.9011,Low,auto_execute_allowed,needs_more_evidence
REC_0000000637,CL_0032,2026-05-11 10:07:13,Benchmark Alert,Benchmark Alert: Exclude Recent Buyers,Meta,MC_00000382,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000100,284.48,0.1443,0.6081,Low,human_approval,new
REC_0000000638,CL_0032,2026-04-03 21:49:01,Audience Exclusion,Audience Exclusion: Refresh Fatigued Audience,Meta,MC_00000381,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000063,1360.07,0.0232,0.9372,Medium,auto_execute_allowed,dismissed
REC_0000000639,CL_0032,2026-06-04 06:13:59,Campaign Pause,Campaign Pause: Increase Budget,Google,GC_00000388,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000158,691.81,0.0862,0.7643,High,human_approval,executed
REC_0000000640,CL_0032,2026-03-26 19:32:47,Tracking Fix,Tracking Fix: Reduce Budget,Meta,MC_00000381,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000281,1967.04,0.0983,0.9045,Medium,auto_execute_allowed,approved
REC_0000000641,CL_0032,2026-03-15 14:56:48,Benchmark Alert,Benchmark Alert: Pause Low ROAS Adset,Google,GC_00000385,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000074,2214.18,0.1565,0.8071,Low,auto_execute_allowed,executed
REC_0000000642,CL_0032,2026-05-14 18:23:10,Campaign Pause,Campaign Pause: Pause Low ROAS Adset,Meta,MC_00000382,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000092,1551.23,0.1151,0.9069,Medium,auto_execute_allowed,executed
REC_0000000643,CL_0032,2026-05-13 07:40:59,Budget Shift,Budget Shift: Fix Tracking Gap,Google,GC_00000385,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000148,3062.86,0.0948,0.7538,Medium,human_approval,needs_more_evidence
REC_0000000644,CL_0032,2026-03-27 11:43:37,Audience Refresh,Audience Refresh: Create Lookalike from High LTV,Google,GC_00000388,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000112,121.25,0.1172,0.6366,High,human_approval,executed
REC_0000000645,CL_0032,2026-03-16 02:18:17,Tracking Fix,Tracking Fix: Tighten Brand Search Exclusions,Meta,MC_00000382,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000142,1359.36,0.1594,0.6766,Medium,human_approval,needs_more_evidence
REC_0000000646,CL_0032,2026-05-03 21:13:47,Budget Shift,Budget Shift: Create Lookalike from High LTV,Meta,MC_00000382,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000097,1241.07,0.1102,0.6215,High,human_approval,approved
REC_0000000647,CL_0032,2026-03-27 10:41:17,Audience Exclusion,Audience Exclusion: Fix Tracking Gap,Meta,MC_00000383,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000159,3430.06,0.1481,0.7425,Medium,human_approval,approved
REC_0000000648,CL_0032,2026-05-06 01:13:37,Budget Shift,Budget Shift: Tighten Brand Search Exclusions,Meta,MC_00000382,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000005,2169.22,0.1061,0.7496,Medium,auto_execute_allowed,executed
REC_0000000649,CL_0033,2026-03-25 15:43:44,Budget Shift,Budget Shift: Split Retargeting Window,Meta,MC_00000389,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000065,6725.18,0.0553,0.6627,Medium,human_approval,approved
REC_0000000650,CL_0033,2026-04-16 20:23:35,Budget Shift,Budget Shift: Fix Tracking Gap,Meta,MC_00000394,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000280,6440.29,0.0668,0.7917,Medium,human_approval,executed
REC_0000000651,CL_0033,2026-03-26 13:02:31,Campaign Pause,Campaign Pause: Create Lookalike from High LTV,Google,GC_00000397,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000249,806.65,0.0429,0.8890,Low,auto_execute_allowed,new
REC_0000000652,CL_0033,2026-04-27 12:05:03,Campaign Pause,Campaign Pause: Refresh Fatigued Audience,Meta,MC_00000391,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000251,974.39,0.0513,0.8454,Medium,auto_execute_allowed,approved
REC_0000000653,CL_0033,2026-04-28 10:42:48,Tracking Fix,Tracking Fix: Exclude Recent Buyers,Meta,MC_00000391,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000143,3809.45,0.1506,0.8522,Low,human_approval,approved
REC_0000000654,CL_0033,2026-04-17 21:37:46,Tracking Fix,Tracking Fix: Reduce Budget,Google,GC_00000400,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000272,934.54,0.0207,0.5339,Medium,human_approval,executed
REC_0000000655,CL_0033,2026-05-21 03:31:45,Campaign Pause,Campaign Pause: Refresh Fatigued Audience,Google,GC_00000397,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000011,6907.93,0.0769,0.6844,Low,human_approval,executed
REC_0000000656,CL_0033,2026-05-07 18:28:11,Audience Refresh,Audience Refresh: Increase Budget,Meta,MC_00000391,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000190,5073.10,0.1192,0.8971,Medium,human_approval,new
REC_0000000657,CL_0033,2026-05-23 06:05:49,Audience Exclusion,Audience Exclusion: Fix Tracking Gap,Google,GC_00000398,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000264,3773.90,0.0809,0.8447,Medium,human_approval,new
REC_0000000658,CL_0033,2026-04-11 01:12:49,Benchmark Alert,Benchmark Alert: Increase Budget,Meta,MC_00000392,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000051,5111.14,0.1507,0.7742,High,human_approval,needs_more_evidence
REC_0000000659,CL_0033,2026-05-24 09:10:53,Budget Shift,Budget Shift: Split Retargeting Window,Google,GC_00000397,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000195,875.70,0.1158,0.9037,High,human_approval,new
REC_0000000660,CL_0033,2026-03-27 23:06:41,Audience Exclusion,Audience Exclusion: Pause Low ROAS Adset,Google,GC_00000397,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000181,1692.01,0.1595,0.6864,Medium,human_approval,new
REC_0000000661,CL_0034,2026-05-21 15:50:35,Audience Exclusion,Audience Exclusion: Suppress Email Converters,Meta,MC_00000406,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000097,2729.61,0.0343,0.6765,Low,human_approval,needs_more_evidence
REC_0000000662,CL_0034,2026-05-18 22:36:57,Audience Exclusion,Audience Exclusion: Increase Budget,Meta,MC_00000406,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000300,4436.05,0.0342,0.5268,Medium,human_approval,executed
REC_0000000663,CL_0034,2026-05-24 02:14:25,Campaign Pause,Campaign Pause: Tighten Brand Search Exclusions,Google,GC_00000409,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000161,783.73,0.1233,0.7798,Low,auto_execute_allowed,executed
REC_0000000664,CL_0034,2026-04-20 00:21:44,Benchmark Alert,Benchmark Alert: Create Lookalike from High LTV,Google,GC_00000408,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000062,7880.12,0.0704,0.5833,Medium,human_approval,needs_more_evidence
REC_0000000665,CL_0034,2026-06-01 02:48:08,Audience Refresh,Audience Refresh: Fix Tracking Gap,Meta,MC_00000405,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000203,5087.92,0.1206,0.9268,High,human_approval,needs_more_evidence
REC_0000000666,CL_0034,2026-04-16 06:35:58,Benchmark Alert,Benchmark Alert: Increase Budget,Google,GC_00000409,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000016,1183.76,0.0855,0.5403,Medium,human_approval,executed
REC_0000000667,CL_0034,2026-04-29 22:57:42,Audience Refresh,Audience Refresh: Tighten Brand Search Exclusions,Google,GC_00000409,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000099,7743.41,0.0800,0.7587,Medium,human_approval,needs_more_evidence
REC_0000000668,CL_0034,2026-05-23 06:33:06,Audience Exclusion,Audience Exclusion: Create Lookalike from High LTV,Google,GC_00000407,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000243,3830.83,0.1558,0.5963,Medium,human_approval,needs_more_evidence
REC_0000000669,CL_0034,2026-05-29 23:42:30,Audience Refresh,Audience Refresh: Suppress Email Converters,Google,GC_00000407,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000285,3267.65,0.1222,0.9112,Medium,human_approval,new
REC_0000000670,CL_0034,2026-03-18 04:22:47,Audience Exclusion,Audience Exclusion: Increase Budget,Google,GC_00000407,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000243,1622.58,0.1096,0.8763,Low,auto_execute_allowed,dismissed
REC_0000000671,CL_0034,2026-04-10 18:25:28,Tracking Fix,Tracking Fix: Refresh Fatigued Audience,Google,GC_00000409,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000251,7909.24,0.0621,0.6892,High,human_approval,dismissed
REC_0000000672,CL_0034,2026-04-14 06:57:12,Budget Shift,Budget Shift: Reduce Budget,Meta,MC_00000403,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000069,6195.25,0.0868,0.5877,Low,human_approval,approved
REC_0000000673,CL_0034,2026-05-22 00:37:44,Audience Refresh,Audience Refresh: Reduce Budget,Google,GC_00000410,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000206,3931.13,0.0930,0.8653,Low,human_approval,needs_more_evidence
REC_0000000674,CL_0034,2026-05-13 04:48:07,Audience Refresh,Audience Refresh: Create Lookalike from High LTV,Meta,MC_00000406,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000171,614.23,0.0811,0.8692,Medium,auto_execute_allowed,new
REC_0000000675,CL_0034,2026-03-20 20:15:57,Tracking Fix,Tracking Fix: Split Retargeting Window,Google,GC_00000410,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000198,5741.79,0.1282,0.9286,Medium,human_approval,approved
REC_0000000676,CL_0034,2026-03-15 02:25:13,Benchmark Alert,Benchmark Alert: Reduce Budget,Google,GC_00000410,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000187,6179.42,0.0955,0.7627,High,human_approval,new
REC_0000000677,CL_0034,2026-05-03 10:00:08,Audience Exclusion,Audience Exclusion: Pause Low ROAS Adset,Meta,MC_00000405,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000251,4069.52,0.1354,0.5678,Low,human_approval,approved
REC_0000000678,CL_0034,2026-04-16 02:30:37,Tracking Fix,Tracking Fix: Create Lookalike from High LTV,Google,GC_00000408,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000286,4649.63,0.0843,0.6109,Medium,human_approval,new
REC_0000000679,CL_0034,2026-05-10 16:29:00,Audience Refresh,Audience Refresh: Split Retargeting Window,Meta,MC_00000406,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000045,6403.57,0.1102,0.6220,Medium,human_approval,executed
REC_0000000680,CL_0034,2026-05-17 06:40:12,Campaign Pause,Campaign Pause: Create Lookalike from High LTV,Meta,MC_00000406,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000078,281.83,0.0750,0.6349,Low,human_approval,needs_more_evidence
REC_0000000681,CL_0034,2026-03-17 20:23:30,Tracking Fix,Tracking Fix: Suppress Email Converters,Google,GC_00000407,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000275,2393.61,0.0533,0.5969,Low,human_approval,needs_more_evidence
REC_0000000682,CL_0034,2026-06-03 14:35:32,Budget Shift,Budget Shift: Fix Tracking Gap,Meta,MC_00000403,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000117,4841.53,0.1520,0.7481,Low,human_approval,approved
REC_0000000683,CL_0034,2026-03-17 14:39:07,Audience Exclusion,Audience Exclusion: Pause Low ROAS Adset,Meta,MC_00000406,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000194,5957.22,0.0493,0.5672,Low,human_approval,new
REC_0000000684,CL_0034,2026-03-23 13:42:38,Audience Refresh,Audience Refresh: Fix Tracking Gap,Google,GC_00000407,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000285,4257.64,0.1012,0.6767,Low,human_approval,new
REC_0000000685,CL_0034,2026-05-12 16:40:25,Campaign Pause,Campaign Pause: Split Retargeting Window,Meta,MC_00000405,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000203,7944.98,0.1426,0.6367,Medium,human_approval,approved
REC_0000000686,CL_0035,2026-03-14 20:32:59,Benchmark Alert,Benchmark Alert: Create Lookalike from High LTV,Meta,MC_00000414,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000127,1135.09,0.0281,0.6325,Medium,human_approval,approved
REC_0000000687,CL_0035,2026-03-17 01:12:59,Audience Exclusion,Audience Exclusion: Pause Low ROAS Adset,Meta,MC_00000413,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000195,1300.50,0.1399,0.6953,Low,human_approval,approved
REC_0000000688,CL_0035,2026-05-08 13:00:28,Tracking Fix,Tracking Fix: Create Lookalike from High LTV,Meta,MC_00000411,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000089,1271.49,0.0864,0.6659,High,human_approval,approved
REC_0000000689,CL_0035,2026-05-15 22:56:58,Campaign Pause,Campaign Pause: Increase Budget,Meta,MC_00000414,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000089,90.79,0.0665,0.8179,Low,auto_execute_allowed,needs_more_evidence
REC_0000000690,CL_0035,2026-05-25 15:17:28,Campaign Pause,Campaign Pause: Split Retargeting Window,Google,GC_00000418,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000275,1059.02,0.1131,0.8738,Medium,auto_execute_allowed,approved
REC_0000000691,CL_0035,2026-04-07 07:13:10,Audience Refresh,Audience Refresh: Refresh Fatigued Audience,Meta,MC_00000413,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000091,262.68,0.0756,0.8424,Low,auto_execute_allowed,executed
REC_0000000692,CL_0035,2026-05-17 23:17:16,Tracking Fix,Tracking Fix: Reduce Budget,Meta,MC_00000415,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000275,1047.63,0.0538,0.7269,High,human_approval,executed
REC_0000000693,CL_0035,2026-05-09 13:18:00,Audience Exclusion,Audience Exclusion: Suppress Email Converters,Meta,MC_00000414,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000237,1174.17,0.1132,0.6809,Medium,human_approval,new
