optimization_id,client_id,created_at,agent_name,action_type,target_platform,target_campaign_id,reason,expected_impact_pct,confidence_score,risk_level,status,approved_by,actual_impact_pct,rollback_flag,evidence_refs
OPT_0000001241,CL_0026,2026-05-02 04:21:44,Action Executor,Tighten Brand Search Exclusions,Google,GC_00000311,"Tighten Brand Search Exclusions triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1182,0.6782,Low,Executed,client_admin,0.0683,false,"[""sql:ad_performance_daily:6082"", ""rag:benchmark:469""]"
OPT_0000001242,CL_0026,2026-06-08 06:12:44,Recommendation Engine,Split Retargeting Window,Meta,MC_00000305,"Split Retargeting Window triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1343,0.7511,Medium,Pending Review,,,false,"[""sql:ad_performance_daily:2491"", ""rag:benchmark:2""]"
OPT_0000001243,CL_0026,2026-05-25 04:56:06,Risk Guardrail,Create Lookalike from High LTV,Google,GC_00000311,"Create Lookalike from High LTV triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0431,0.8914,Low,Pending Review,,,false,"[""sql:ad_performance_daily:5948"", ""rag:benchmark:98""]"
OPT_0000001244,CL_0026,2026-03-14 01:38:59,Action Executor,Exclude Recent Buyers,Meta,MC_00000303,"Exclude Recent Buyers triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1739,0.5149,Medium,Pending Review,,,false,"[""sql:ad_performance_daily:7095"", ""rag:benchmark:181""]"
OPT_0000001245,CL_0026,2026-05-05 02:22:38,Data Scout,Tighten Brand Search Exclusions,Meta,MC_00000303,"Tighten Brand Search Exclusions triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1585,0.6817,Low,Executed,auto_policy,0.2310,false,"[""sql:ad_performance_daily:6288"", ""rag:benchmark:373""]"
OPT_0000001246,CL_0026,2026-06-06 05:27:15,Risk Guardrail,Tighten Brand Search Exclusions,Google,GC_00000314,"Tighten Brand Search Exclusions triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1774,0.6087,Medium,Executed,human_ops,0.1796,false,"[""sql:ad_performance_daily:2334"", ""rag:benchmark:61""]"
OPT_0000001247,CL_0026,2026-06-04 17:24:08,Risk Guardrail,Pause Low ROAS Adset,Meta,MC_00000307,"Pause Low ROAS Adset triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0623,0.7927,Low,Executed,auto_policy,0.0575,false,"[""sql:ad_performance_daily:8439"", ""rag:benchmark:48""]"
OPT_0000001248,CL_0026,2026-04-10 01:43:33,Pattern Miner,Tighten Brand Search Exclusions,Meta,MC_00000308,"Tighten Brand Search Exclusions triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1200,0.9147,Low,Executed,,0.1287,false,"[""sql:ad_performance_daily:2565"", ""rag:benchmark:172""]"
OPT_0000001249,CL_0026,2026-04-24 05:25:05,Action Executor,Pause Low ROAS Adset,Meta,MC_00000304,"Pause Low ROAS Adset triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0705,0.5758,Low,Pending Review,,,false,"[""sql:ad_performance_daily:4511"", ""rag:benchmark:83""]"
OPT_0000001250,CL_0026,2026-04-06 06:50:14,Risk Guardrail,Reduce Budget,Google,GC_00000312,"Reduce Budget triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1344,0.6874,Medium,Generated,,,false,"[""sql:ad_performance_daily:1305"", ""rag:benchmark:404""]"
OPT_0000001251,CL_0026,2026-04-09 11:40:16,Recommendation Engine,Reduce Budget,Meta,MC_00000306,"Reduce Budget triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0514,0.7038,High,Approved,human_ops,,false,"[""sql:ad_performance_daily:8845"", ""rag:benchmark:361""]"
OPT_0000001252,CL_0026,2026-05-01 04:09:54,Pattern Miner,Suppress Email Converters,Meta,MC_00000304,"Suppress Email Converters triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1021,0.7223,Low,Pending Review,,,false,"[""sql:ad_performance_daily:8125"", ""rag:benchmark:367""]"
OPT_0000001253,CL_0026,2026-05-07 04:06:34,Pattern Miner,Exclude Recent Buyers,Google,GC_00000312,"Exclude Recent Buyers triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1096,0.8102,Low,Rejected,,,false,"[""sql:ad_performance_daily:9744"", ""rag:benchmark:248""]"
OPT_0000001254,CL_0026,2026-05-24 18:57:00,Data Scout,Pause Low ROAS Adset,Meta,MC_00000306,"Pause Low ROAS Adset triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1493,0.6048,Low,Generated,,,false,"[""sql:ad_performance_daily:7236"", ""rag:benchmark:159""]"
OPT_0000001255,CL_0026,2026-04-09 06:10:18,Recommendation Engine,Reduce Budget,Meta,MC_00000305,"Reduce Budget triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1642,0.7273,Low,Approved,auto_policy,,false,"[""sql:ad_performance_daily:6275"", ""rag:benchmark:447""]"
OPT_0000001256,CL_0026,2026-03-31 07:59:55,Recommendation Engine,Refresh Fatigued Audience,Google,GC_00000310,"Refresh Fatigued Audience triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1250,0.7232,Low,Approved,,,false,"[""sql:ad_performance_daily:6370"", ""rag:benchmark:488""]"
OPT_0000001257,CL_0026,2026-05-18 20:47:21,Data Scout,Increase Budget,Meta,MC_00000307,"Increase Budget triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0965,0.8434,Low,Pending Review,,,false,"[""sql:ad_performance_daily:4869"", ""rag:benchmark:146""]"
OPT_0000001258,CL_0026,2026-03-26 07:52:19,Recommendation Engine,Create Lookalike from High LTV,Meta,MC_00000303,"Create Lookalike from High LTV triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1392,0.7518,High,Executed,human_ops,0.1563,false,"[""sql:ad_performance_daily:2298"", ""rag:benchmark:165""]"
OPT_0000001259,CL_0026,2026-05-14 17:43:12,Data Scout,Fix Tracking Gap,Google,GC_00000313,"Fix Tracking Gap triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0750,0.7233,Medium,Executed,auto_policy,0.0290,false,"[""sql:ad_performance_daily:556"", ""rag:benchmark:241""]"
OPT_0000001260,CL_0026,2026-05-19 04:11:52,Action Executor,Increase Budget,Google,GC_00000311,"Increase Budget triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1623,0.7773,Low,Generated,,,false,"[""sql:ad_performance_daily:772"", ""rag:benchmark:270""]"
OPT_0000001261,CL_0026,2026-03-17 15:41:35,Risk Guardrail,Split Retargeting Window,Meta,MC_00000305,"Split Retargeting Window triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0372,0.6005,Low,Executed,,-0.0323,false,"[""sql:ad_performance_daily:4180"", ""rag:benchmark:101""]"
OPT_0000001262,CL_0026,2026-04-03 02:05:05,Recommendation Engine,Refresh Fatigued Audience,Google,GC_00000309,"Refresh Fatigued Audience triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0471,0.4988,High,Rejected,,,false,"[""sql:ad_performance_daily:4299"", ""rag:benchmark:243""]"
OPT_0000001263,CL_0026,2026-04-14 07:10:55,Data Scout,Exclude Recent Buyers,Google,GC_00000313,"Exclude Recent Buyers triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1506,0.5976,Low,Generated,,,false,"[""sql:ad_performance_daily:8023"", ""rag:benchmark:492""]"
OPT_0000001264,CL_0026,2026-05-25 19:55:22,Data Scout,Split Retargeting Window,Google,GC_00000314,"Split Retargeting Window triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1104,0.7998,Medium,Executed,human_ops,0.1608,false,"[""sql:ad_performance_daily:6781"", ""rag:benchmark:474""]"
OPT_0000001265,CL_0026,2026-03-29 07:34:05,Pattern Miner,Pause Low ROAS Adset,Google,GC_00000314,"Pause Low ROAS Adset triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0719,0.6462,Medium,Pending Review,,,false,"[""sql:ad_performance_daily:2758"", ""rag:benchmark:346""]"
OPT_0000001266,CL_0026,2026-06-01 05:18:10,Data Scout,Exclude Recent Buyers,Meta,MC_00000303,"Exclude Recent Buyers triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1768,0.6378,Low,Executed,,0.1847,false,"[""sql:ad_performance_daily:6215"", ""rag:benchmark:51""]"
OPT_0000001267,CL_0026,2026-04-19 16:04:44,Pattern Miner,Reduce Budget,Meta,MC_00000308,"Reduce Budget triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1750,0.7010,Medium,Executed,human_ops,0.2544,false,"[""sql:ad_performance_daily:8273"", ""rag:benchmark:416""]"
OPT_0000001268,CL_0026,2026-05-17 16:34:05,Action Executor,Create Lookalike from High LTV,Google,GC_00000314,"Create Lookalike from High LTV triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1736,0.6124,Low,Executed,human_ops,0.2461,false,"[""sql:ad_performance_daily:9541"", ""rag:benchmark:450""]"
OPT_0000001269,CL_0026,2026-03-19 15:04:03,Recommendation Engine,Suppress Email Converters,Meta,MC_00000308,"Suppress Email Converters triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1756,0.7581,Low,Executed,,0.2261,false,"[""sql:ad_performance_daily:5761"", ""rag:benchmark:329""]"
OPT_0000001270,CL_0026,2026-05-16 14:14:11,Risk Guardrail,Suppress Email Converters,Meta,MC_00000306,"Suppress Email Converters triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1114,0.8223,Medium,Executed,client_admin,0.1612,false,"[""sql:ad_performance_daily:7667"", ""rag:benchmark:84""]"
OPT_0000001271,CL_0026,2026-06-05 09:27:13,Data Scout,Reduce Budget,Google,GC_00000313,"Reduce Budget triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0446,0.7591,High,Executed,,0.0963,false,"[""sql:ad_performance_daily:9055"", ""rag:benchmark:20""]"
OPT_0000001272,CL_0026,2026-05-15 11:38:43,Recommendation Engine,Create Lookalike from High LTV,Meta,MC_00000303,"Create Lookalike from High LTV triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0645,0.8138,Medium,Generated,,,false,"[""sql:ad_performance_daily:4465"", ""rag:benchmark:434""]"
OPT_0000001273,CL_0026,2026-04-06 19:39:01,Pattern Miner,Suppress Email Converters,Google,GC_00000310,"Suppress Email Converters triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0611,0.7024,Medium,Pending Review,,,false,"[""sql:ad_performance_daily:506"", ""rag:benchmark:356""]"
OPT_0000001274,CL_0026,2026-04-21 02:25:11,Data Scout,Reduce Budget,Meta,MC_00000307,"Reduce Budget triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1198,0.5726,Medium,Executed,auto_policy,0.1069,false,"[""sql:ad_performance_daily:9467"", ""rag:benchmark:73""]"
OPT_0000001275,CL_0026,2026-03-25 11:39:42,Action Executor,Increase Budget,Meta,MC_00000306,"Increase Budget triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1556,0.7491,Medium,Executed,human_ops,0.1156,false,"[""sql:ad_performance_daily:9071"", ""rag:benchmark:368""]"
OPT_0000001276,CL_0026,2026-04-15 23:22:26,Recommendation Engine,Pause Low ROAS Adset,Google,GC_00000314,"Pause Low ROAS Adset triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0949,0.5078,High,Executed,,0.1360,false,"[""sql:ad_performance_daily:7800"", ""rag:benchmark:76""]"
OPT_0000001277,CL_0026,2026-05-26 13:50:26,Recommendation Engine,Create Lookalike from High LTV,Meta,MC_00000307,"Create Lookalike from High LTV triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0455,0.6515,Medium,Executed,,-0.0114,false,"[""sql:ad_performance_daily:6553"", ""rag:benchmark:324""]"
OPT_0000001278,CL_0026,2026-03-25 19:18:37,Action Executor,Exclude Recent Buyers,Meta,MC_00000306,"Exclude Recent Buyers triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1389,0.6934,Medium,Executed,client_admin,0.2084,false,"[""sql:ad_performance_daily:6088"", ""rag:benchmark:463""]"
OPT_0000001279,CL_0027,2026-05-08 18:13:07,Action Executor,Split Retargeting Window,Google,GC_00000320,"Split Retargeting Window triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0776,0.6368,High,Pending Review,,,false,"[""sql:ad_performance_daily:5964"", ""rag:benchmark:328""]"
OPT_0000001280,CL_0027,2026-05-11 06:18:12,Recommendation Engine,Exclude Recent Buyers,Meta,MC_00000318,"Exclude Recent Buyers triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0590,0.6866,Medium,Approved,client_admin,,false,"[""sql:ad_performance_daily:904"", ""rag:benchmark:107""]"
OPT_0000001281,CL_0027,2026-03-22 06:08:55,Recommendation Engine,Pause Low ROAS Adset,Meta,MC_00000318,"Pause Low ROAS Adset triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1179,0.7491,Low,Executed,human_ops,0.0695,false,"[""sql:ad_performance_daily:9532"", ""rag:benchmark:234""]"
OPT_0000001282,CL_0027,2026-03-13 03:08:41,Data Scout,Suppress Email Converters,Google,GC_00000319,"Suppress Email Converters triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0574,0.7359,Medium,Executed,,0.0556,false,"[""sql:ad_performance_daily:4746"", ""rag:benchmark:113""]"
OPT_0000001283,CL_0027,2026-05-03 10:49:59,Action Executor,Refresh Fatigued Audience,Meta,MC_00000317,"Refresh Fatigued Audience triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1283,0.8487,Medium,Executed,,0.1626,false,"[""sql:ad_performance_daily:1672"", ""rag:benchmark:164""]"
OPT_0000001284,CL_0027,2026-04-15 08:29:22,Pattern Miner,Reduce Budget,Google,GC_00000323,"Reduce Budget triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1667,0.5375,High,Executed,auto_policy,0.2045,false,"[""sql:ad_performance_daily:7381"", ""rag:benchmark:341""]"
OPT_0000001285,CL_0027,2026-03-19 00:20:58,Data Scout,Exclude Recent Buyers,Meta,MC_00000316,"Exclude Recent Buyers triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0995,0.7911,Medium,Rolled Back,,0.1732,true,"[""sql:ad_performance_daily:1678"", ""rag:benchmark:447""]"
OPT_0000001286,CL_0027,2026-04-05 14:42:42,Action Executor,Refresh Fatigued Audience,Google,GC_00000321,"Refresh Fatigued Audience triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0852,0.7944,Low,Pending Review,,,false,"[""sql:ad_performance_daily:4708"", ""rag:benchmark:231""]"
OPT_0000001287,CL_0027,2026-03-28 20:46:19,Data Scout,Refresh Fatigued Audience,Google,GC_00000319,"Refresh Fatigued Audience triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1395,0.8329,Low,Generated,,,false,"[""sql:ad_performance_daily:8299"", ""rag:benchmark:338""]"
OPT_0000001288,CL_0027,2026-03-30 18:51:44,Data Scout,Pause Low ROAS Adset,Google,GC_00000321,"Pause Low ROAS Adset triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1494,0.7940,Medium,Pending Review,,,false,"[""sql:ad_performance_daily:6992"", ""rag:benchmark:378""]"
OPT_0000001289,CL_0027,2026-03-13 04:52:21,Action Executor,Tighten Brand Search Exclusions,Meta,MC_00000318,"Tighten Brand Search Exclusions triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1605,0.7666,Low,Executed,client_admin,0.1412,false,"[""sql:ad_performance_daily:8236"", ""rag:benchmark:303""]"
OPT_0000001290,CL_0027,2026-04-19 04:13:51,Pattern Miner,Tighten Brand Search Exclusions,Meta,MC_00000315,"Tighten Brand Search Exclusions triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1641,0.7967,Medium,Executed,,0.1585,false,"[""sql:ad_performance_daily:8555"", ""rag:benchmark:218""]"
OPT_0000001291,CL_0027,2026-06-02 14:13:24,Risk Guardrail,Tighten Brand Search Exclusions,Meta,MC_00000317,"Tighten Brand Search Exclusions triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1001,0.7293,Medium,Approved,,,false,"[""sql:ad_performance_daily:2563"", ""rag:benchmark:93""]"
OPT_0000001292,CL_0027,2026-03-20 21:21:43,Pattern Miner,Exclude Recent Buyers,Meta,MC_00000315,"Exclude Recent Buyers triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1718,0.6279,Low,Rejected,,,false,"[""sql:ad_performance_daily:6310"", ""rag:benchmark:392""]"
OPT_0000001293,CL_0027,2026-03-19 13:28:02,Data Scout,Reduce Budget,Google,GC_00000323,"Reduce Budget triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0770,0.7322,Medium,Executed,,0.1285,false,"[""sql:ad_performance_daily:1463"", ""rag:benchmark:71""]"
OPT_0000001294,CL_0027,2026-04-10 01:39:53,Recommendation Engine,Exclude Recent Buyers,Google,GC_00000322,"Exclude Recent Buyers triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0702,0.5972,High,Executed,client_admin,0.0359,false,"[""sql:ad_performance_daily:9161"", ""rag:benchmark:294""]"
OPT_0000001295,CL_0027,2026-04-13 00:58:27,Recommendation Engine,Fix Tracking Gap,Meta,MC_00000316,"Fix Tracking Gap triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0896,0.7137,Low,Executed,,0.1229,false,"[""sql:ad_performance_daily:7273"", ""rag:benchmark:157""]"
OPT_0000001296,CL_0027,2026-04-23 15:17:29,Pattern Miner,Fix Tracking Gap,Meta,MC_00000315,"Fix Tracking Gap triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1701,0.7364,Low,Executed,client_admin,0.1746,false,"[""sql:ad_performance_daily:2351"", ""rag:benchmark:204""]"
OPT_0000001297,CL_0027,2026-05-14 14:34:14,Risk Guardrail,Exclude Recent Buyers,Meta,MC_00000317,"Exclude Recent Buyers triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0957,0.7568,High,Executed,,0.0780,false,"[""sql:ad_performance_daily:5601"", ""rag:benchmark:51""]"
OPT_0000001298,CL_0027,2026-04-03 14:47:03,Recommendation Engine,Fix Tracking Gap,Google,GC_00000319,"Fix Tracking Gap triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0941,0.6975,Medium,Approved,auto_policy,,false,"[""sql:ad_performance_daily:3346"", ""rag:benchmark:176""]"
OPT_0000001299,CL_0027,2026-04-10 11:23:38,Pattern Miner,Exclude Recent Buyers,Meta,MC_00000317,"Exclude Recent Buyers triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0560,0.7411,Medium,Rolled Back,,0.0855,true,"[""sql:ad_performance_daily:1504"", ""rag:benchmark:136""]"
OPT_0000001300,CL_0027,2026-04-24 12:49:03,Recommendation Engine,Increase Budget,Meta,MC_00000316,"Increase Budget triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0340,0.6020,High,Pending Review,,,false,"[""sql:ad_performance_daily:9695"", ""rag:benchmark:371""]"
OPT_0000001301,CL_0027,2026-05-12 16:12:30,Pattern Miner,Refresh Fatigued Audience,Meta,MC_00000316,"Refresh Fatigued Audience triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1793,0.4947,Medium,Pending Review,,,false,"[""sql:ad_performance_daily:5753"", ""rag:benchmark:291""]"
OPT_0000001302,CL_0027,2026-05-17 06:31:43,Recommendation Engine,Reduce Budget,Meta,MC_00000318,"Reduce Budget triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1058,0.6749,Low,Executed,human_ops,0.0334,false,"[""sql:ad_performance_daily:1464"", ""rag:benchmark:452""]"
OPT_0000001303,CL_0027,2026-05-17 00:11:29,Action Executor,Fix Tracking Gap,Google,GC_00000322,"Fix Tracking Gap triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1590,0.4916,Medium,Approved,client_admin,,false,"[""sql:ad_performance_daily:6920"", ""rag:benchmark:300""]"
OPT_0000001304,CL_0027,2026-05-26 09:33:57,Risk Guardrail,Refresh Fatigued Audience,Google,GC_00000320,"Refresh Fatigued Audience triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1137,0.5795,High,Executed,human_ops,0.0821,false,"[""sql:ad_performance_daily:4582"", ""rag:benchmark:27""]"
OPT_0000001305,CL_0027,2026-05-28 07:04:08,Data Scout,Reduce Budget,Google,GC_00000319,"Reduce Budget triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0989,0.6581,Medium,Approved,auto_policy,,false,"[""sql:ad_performance_daily:9507"", ""rag:benchmark:376""]"
OPT_0000001306,CL_0027,2026-04-16 06:07:01,Risk Guardrail,Suppress Email Converters,Google,GC_00000321,"Suppress Email Converters triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0769,0.8398,Low,Generated,,,false,"[""sql:ad_performance_daily:3787"", ""rag:benchmark:187""]"
OPT_0000001307,CL_0027,2026-04-11 02:09:02,Pattern Miner,Exclude Recent Buyers,Meta,MC_00000315,"Exclude Recent Buyers triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1701,0.8299,Low,Executed,,0.1469,false,"[""sql:ad_performance_daily:9481"", ""rag:benchmark:190""]"
OPT_0000001308,CL_0027,2026-05-13 19:15:46,Pattern Miner,Suppress Email Converters,Meta,MC_00000317,"Suppress Email Converters triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1695,0.6452,Low,Executed,,0.2015,false,"[""sql:ad_performance_daily:3025"", ""rag:benchmark:348""]"
OPT_0000001309,CL_0027,2026-04-12 05:09:58,Data Scout,Refresh Fatigued Audience,Google,GC_00000319,"Refresh Fatigued Audience triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1145,0.7673,Medium,Executed,auto_policy,0.0598,false,"[""sql:ad_performance_daily:461"", ""rag:benchmark:278""]"
OPT_0000001310,CL_0027,2026-05-06 13:29:45,Action Executor,Tighten Brand Search Exclusions,Google,GC_00000322,"Tighten Brand Search Exclusions triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0568,0.6746,Low,Executed,auto_policy,0.0956,false,"[""sql:ad_performance_daily:7583"", ""rag:benchmark:492""]"
OPT_0000001311,CL_0027,2026-04-20 13:20:28,Action Executor,Reduce Budget,Google,GC_00000320,"Reduce Budget triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0581,0.6615,Low,Rejected,,,false,"[""sql:ad_performance_daily:1430"", ""rag:benchmark:340""]"
OPT_0000001312,CL_0027,2026-04-19 04:38:05,Data Scout,Split Retargeting Window,Google,GC_00000323,"Split Retargeting Window triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1189,0.5085,Low,Executed,client_admin,0.1463,false,"[""sql:ad_performance_daily:5960"", ""rag:benchmark:215""]"
OPT_0000001313,CL_0027,2026-05-12 10:04:16,Data Scout,Split Retargeting Window,Google,GC_00000320,"Split Retargeting Window triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1357,0.7036,Medium,Rolled Back,,0.1261,true,"[""sql:ad_performance_daily:2192"", ""rag:benchmark:403""]"
OPT_0000001314,CL_0027,2026-03-26 05:59:45,Recommendation Engine,Tighten Brand Search Exclusions,Google,GC_00000323,"Tighten Brand Search Exclusions triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0635,0.7732,Low,Executed,human_ops,0.1226,false,"[""sql:ad_performance_daily:2253"", ""rag:benchmark:428""]"
OPT_0000001315,CL_0027,2026-05-09 21:43:46,Action Executor,Reduce Budget,Meta,MC_00000316,"Reduce Budget triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1289,0.5944,Low,Executed,auto_policy,0.1357,false,"[""sql:ad_performance_daily:2081"", ""rag:benchmark:430""]"
OPT_0000001316,CL_0027,2026-06-06 20:30:24,Recommendation Engine,Create Lookalike from High LTV,Google,GC_00000322,"Create Lookalike from High LTV triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0464,0.7853,Low,Executed,client_admin,-0.0180,false,"[""sql:ad_performance_daily:3573"", ""rag:benchmark:61""]"
OPT_0000001317,CL_0027,2026-05-27 18:17:16,Risk Guardrail,Exclude Recent Buyers,Meta,MC_00000318,"Exclude Recent Buyers triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1382,0.7504,Medium,Executed,human_ops,0.1050,false,"[""sql:ad_performance_daily:9279"", ""rag:benchmark:44""]"
OPT_0000001318,CL_0027,2026-04-15 08:46:07,Risk Guardrail,Suppress Email Converters,Meta,MC_00000318,"Suppress Email Converters triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1128,0.6979,Medium,Pending Review,,,false,"[""sql:ad_performance_daily:6034"", ""rag:benchmark:494""]"
OPT_0000001319,CL_0027,2026-05-27 00:07:08,Recommendation Engine,Increase Budget,Google,GC_00000321,"Increase Budget triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1019,0.6849,Low,Rejected,,,false,"[""sql:ad_performance_daily:1105"", ""rag:benchmark:372""]"
OPT_0000001320,CL_0027,2026-06-07 11:07:39,Pattern Miner,Reduce Budget,Meta,MC_00000315,"Reduce Budget triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1726,0.6541,Low,Executed,human_ops,0.1372,false,"[""sql:ad_performance_daily:3999"", ""rag:benchmark:321""]"
OPT_0000001321,CL_0027,2026-04-12 18:18:42,Action Executor,Tighten Brand Search Exclusions,Google,GC_00000319,"Tighten Brand Search Exclusions triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1262,0.7156,Low,Generated,,,false,"[""sql:ad_performance_daily:7340"", ""rag:benchmark:163""]"
OPT_0000001322,CL_0027,2026-04-02 06:41:21,Data Scout,Pause Low ROAS Adset,Google,GC_00000322,"Pause Low ROAS Adset triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1006,0.5927,High,Pending Review,,,false,"[""sql:ad_performance_daily:251"", ""rag:benchmark:279""]"
OPT_0000001323,CL_0027,2026-04-08 12:13:25,Recommendation Engine,Reduce Budget,Google,GC_00000323,"Reduce Budget triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1211,0.6654,High,Executed,client_admin,0.0424,false,"[""sql:ad_performance_daily:1543"", ""rag:benchmark:352""]"
OPT_0000001324,CL_0027,2026-04-05 21:53:15,Action Executor,Suppress Email Converters,Google,GC_00000322,"Suppress Email Converters triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0977,0.8694,Medium,Executed,auto_policy,0.1609,false,"[""sql:ad_performance_daily:5244"", ""rag:benchmark:431""]"
OPT_0000001325,CL_0027,2026-03-23 22:06:18,Action Executor,Tighten Brand Search Exclusions,Google,GC_00000320,"Tighten Brand Search Exclusions triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1795,0.6563,Medium,Pending Review,,,false,"[""sql:ad_performance_daily:4158"", ""rag:benchmark:193""]"
OPT_0000001326,CL_0027,2026-05-29 13:01:31,Pattern Miner,Create Lookalike from High LTV,Google,GC_00000322,"Create Lookalike from High LTV triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1180,0.7837,Medium,Rejected,,,false,"[""sql:ad_performance_daily:4097"", ""rag:benchmark:7""]"
OPT_0000001327,CL_0027,2026-04-28 11:36:59,Data Scout,Pause Low ROAS Adset,Google,GC_00000319,"Pause Low ROAS Adset triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1171,0.5835,High,Executed,auto_policy,0.1713,false,"[""sql:ad_performance_daily:5373"", ""rag:benchmark:282""]"
OPT_0000001328,CL_0027,2026-05-10 02:14:01,Risk Guardrail,Reduce Budget,Meta,MC_00000315,"Reduce Budget triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1356,0.7441,Medium,Pending Review,,,false,"[""sql:ad_performance_daily:7828"", ""rag:benchmark:94""]"
